land_use,management,weight,filter_attribute,condition_schedule,operation,op_data1,op_data2,op_data3
agrl20_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,landlevl,,
agrl20_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl20_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl20_lum,,,,,kill_only,lupn,,
agrl20_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl20_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl20_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl20_lum,,,,,kill_only,lupn,,
agrl20_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl20_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl20_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl20_lum,,,,,kill_only,lupn,,
agrl20_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl20_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl20_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl20_lum,,,,,kill_only,lupn,,
agrl20_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl20_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl20_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl20_lum,,,,,kill_only,lupn,,
agrl20_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl20_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl20_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl20_lum,,,,,kill_only,lupn,,
agrl20_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl20_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl20_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl20_lum,,,,,kill_only,lupn,,
agrl20_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl20_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl20_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl20_lum,,,,,kill_only,lupn,,
agrl20_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl20_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl20_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl20_lum,,,,,kill_only,lupn,,
agrl20_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl20_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl20_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl20_lum,,,,,kill_only,lupn,,
agrl20_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl20_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl20_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl20_lum,,,,,kill_only,lupn,,
agrl20_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl20_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl20_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl20_lum,,,,,kill_only,lupn,,
agrl20_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl20_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl20_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl20_lum,,,,,kill_only,lupn,,
agrl20_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl20_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl20_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl20_lum,,,,,kill_only,lupn,,
agrl20_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl20_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl20_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl20_lum,,,,,kill_only,lupn,,
agrl20_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl20_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl20_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl20_lum,,,,,kill_only,lupn,,
agrl20_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl20_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl20_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl20_lum,,,,,kill_only,lupn,,
agrl20_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl20_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl20_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl20_lum,,,,,kill_only,lupn,,
agrl20_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl20_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl20_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl20_lum,,,,,kill_only,lupn,,
agrl20_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl20_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl20_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl20_lum,,,,,kill_only,lupn,,
agrl26_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl26_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl26_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl26_lum,,,,,kill_only,lupn,,
agrl26_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl26_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl26_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl26_lum,,,,,kill_only,lupn,,
agrl26_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl26_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl26_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl26_lum,,,,,kill_only,lupn,,
agrl26_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl26_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl26_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl26_lum,,,,,kill_only,lupn,,
agrl26_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl26_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl26_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl26_lum,,,,,kill_only,lupn,,
agrl26_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl26_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl26_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl26_lum,,,,,kill_only,lupn,,
agrl26_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl26_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl26_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl26_lum,,,,,kill_only,lupn,,
agrl26_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl26_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl26_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl26_lum,,,,,kill_only,lupn,,
agrl26_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl26_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl26_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl26_lum,,,,,kill_only,lupn,,
agrl26_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl26_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl26_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl26_lum,,,,,kill_only,lupn,,
agrl26_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl26_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl26_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl26_lum,,,,,kill_only,lupn,,
agrl26_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl26_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl26_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl26_lum,,,,,kill_only,lupn,,
agrl26_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl26_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl26_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl26_lum,,,,,kill_only,lupn,,
agrl26_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl26_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl26_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl26_lum,,,,,kill_only,lupn,,
agrl26_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl26_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl26_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl26_lum,,,,,kill_only,lupn,,
agrl26_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl26_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl26_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl26_lum,,,,,kill_only,lupn,,
agrl26_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl26_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl26_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl26_lum,,,,,kill_only,lupn,,
agrl26_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl26_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl26_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl26_lum,,,,,kill_only,lupn,,
agrl26_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl26_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl26_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl26_lum,,,,,kill_only,lupn,,
agrl26_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl26_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl26_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl26_lum,,,,,kill_only,lupn,,
agrl66_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl66_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl66_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl66_lum,,,,,kill_only,lupn,,
agrl66_lum,,,,"(md >= 0315) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl66_lum,,,,,fertilizer,elem_n ,broadcast,60
agrl66_lum,,,,,fertilizer,elem_p,broadcast,8
agrl66_lum,,,,,plant,oats,,
agrl66_lum,,,,"(md >= 0501) * (md <= 0515) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl66_lum,,,,"(md >= 0801) * (md <= 0815) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,oats,grain,
agrl66_lum,,,,,kill_only,oats,,
agrl66_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl66_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl66_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl66_lum,,,,,kill_only,lupn,,
agrl66_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl66_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl66_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl66_lum,,,,,kill_only,lupn,,
agrl66_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl66_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl66_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl66_lum,,,,,kill_only,lupn,,
agrl66_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl66_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
