land_use,management,weight,filter_attribute,condition_schedule,operation,op_data1,op_data2,op_data3
agrl3972_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,rye,grain,
agrl3972_lum,,,,,kill_only,rye,,
agrl3972_lum,,,,"(md >= 0925) * (md <= 1005) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl3972_lum,,,,,fertilizer,elem_n ,broadcast,25
agrl3972_lum,,,,,fertilizer,elem_p,broadcast,25
agrl3972_lum,,,,,plant,trit,,
agrl3972_lum,,,,"(md >= 0315) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,55
agrl3972_lum,,,,"(md >= 0510) * (md <= 0531) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,35
agrl3972_lum,,,,"(md >= 0725) * (md <= 0810) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,trit,grain,
agrl3972_lum,,,,,kill_only,trit,,
agrl3972_lum,,,,"(md >= 0815) * (md <= 0905) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,landlevl,,
agrl3972_lum,,,,"(md >= 0905) * (md <= 0920) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,30
agrl3972_lum,,,,"(md >= 0920) * (md <= 1010) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,rye,,
agrl3972_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,60
agrl3972_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,rye,grain,
agrl3972_lum,,,,,kill_only,rye,,
agrl4024_lum,,,,"(md >= 0315) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl4024_lum,,,,,fertilizer,elem_n ,broadcast,60
agrl4024_lum,,,,,fertilizer,elem_p,broadcast,8
agrl4024_lum,,,,,plant,oats,,
agrl4024_lum,,,,"(md >= 0501) * (md <= 0515) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl4024_lum,,,,"(md >= 0801) * (md <= 0815) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,oats,grain,
agrl4024_lum,,,,,kill_only,oats,,
agrl4024_lum,,,,"(md >= 1015) * (md <= 1025) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl4024_lum,,,,"(md >= 0315) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,15
agrl4024_lum,,,,,fertilizer,elem_p,broadcast,17
agrl4024_lum,,,,"(md >= 0325) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,barl,,
agrl4024_lum,,,,"(md >= 0510) * (md <= 0520) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl4024_lum,,,,"(md >= 0525) * (md <= 0530) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,20
agrl4024_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,barl,grain,
agrl4024_lum,,,,,kill_only,barl,,
agrl4024_lum,,,,"(md >= 0925) * (md <= 1005) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl4024_lum,,,,,fertilizer,elem_n ,broadcast,25
agrl4024_lum,,,,,fertilizer,elem_p,broadcast,25
agrl4024_lum,,,,,plant,trit,,
agrl4024_lum,,,,"(md >= 0315) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,55
agrl4024_lum,,,,"(md >= 0510) * (md <= 0531) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,35
agrl4024_lum,,,,"(md >= 0725) * (md <= 0810) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,trit,grain,
agrl4024_lum,,,,,kill_only,trit,,
agrl4024_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl4024_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl4024_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl4024_lum,,,,,kill_only,lupn,,
agrl4024_lum,,,,"(md >= 0815) * (md <= 0905) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,landlevl,,
agrl4024_lum,,,,"(md >= 0905) * (md <= 0920) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,30
agrl4024_lum,,,,"(md >= 0920) * (md <= 1010) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,rye,,
agrl4024_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,60
agrl4024_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,rye,grain,
agrl4024_lum,,,,,kill_only,rye,,
agrl4024_lum,,,,"(md >= 0315) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl4024_lum,,,,,fertilizer,elem_n ,broadcast,60
agrl4024_lum,,,,,fertilizer,elem_p,broadcast,8
agrl4024_lum,,,,,plant,oats,,
agrl4024_lum,,,,"(md >= 0501) * (md <= 0515) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl4024_lum,,,,"(md >= 0801) * (md <= 0815) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,oats,grain,
agrl4024_lum,,,,,kill_only,oats,,
agrl4024_lum,,,,"(md >= 1015) * (md <= 1025) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl4024_lum,,,,"(md >= 0315) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,15
agrl4024_lum,,,,,fertilizer,elem_p,broadcast,17
agrl4024_lum,,,,"(md >= 0325) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,barl,,
agrl4024_lum,,,,"(md >= 0510) * (md <= 0520) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl4024_lum,,,,"(md >= 0525) * (md <= 0530) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,20
agrl4024_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,barl,grain,
agrl4024_lum,,,,,kill_only,barl,,
agrl4024_lum,,,,"(md >= 0925) * (md <= 1005) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl4024_lum,,,,,fertilizer,elem_n ,broadcast,25
agrl4024_lum,,,,,fertilizer,elem_p,broadcast,25
agrl4024_lum,,,,,plant,trit,,
agrl4024_lum,,,,"(md >= 0315) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,55
agrl4024_lum,,,,"(md >= 0510) * (md <= 0531) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,35
agrl4024_lum,,,,"(md >= 0725) * (md <= 0810) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,trit,grain,
agrl4024_lum,,,,,kill_only,trit,,
agrl4024_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl4024_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl4024_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl4024_lum,,,,,kill_only,lupn,,
agrl4024_lum,,,,"(md >= 0815) * (md <= 0905) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,landlevl,,
agrl4024_lum,,,,"(md >= 0905) * (md <= 0920) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,30
agrl4024_lum,,,,"(md >= 0920) * (md <= 1010) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,rye,,
agrl4024_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,60
agrl4024_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,rye,grain,
agrl4024_lum,,,,,kill_only,rye,,
agrl4024_lum,,,,"(md >= 0315) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl4024_lum,,,,,fertilizer,elem_n ,broadcast,60
agrl4024_lum,,,,,fertilizer,elem_p,broadcast,8
agrl4024_lum,,,,,plant,oats,,
agrl4024_lum,,,,"(md >= 0501) * (md <= 0515) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl4024_lum,,,,"(md >= 0801) * (md <= 0815) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,oats,grain,
agrl4024_lum,,,,,kill_only,oats,,
agrl4024_lum,,,,"(md >= 1015) * (md <= 1025) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl4024_lum,,,,"(md >= 0315) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,15
agrl4024_lum,,,,,fertilizer,elem_p,broadcast,17
agrl4024_lum,,,,"(md >= 0325) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,barl,,
agrl4024_lum,,,,"(md >= 0510) * (md <= 0520) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl4024_lum,,,,"(md >= 0525) * (md <= 0530) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,20
agrl4024_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,barl,grain,
agrl4024_lum,,,,,kill_only,barl,,
agrl4024_lum,,,,"(md >= 0925) * (md <= 1005) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl4024_lum,,,,,fertilizer,elem_n ,broadcast,25
agrl4024_lum,,,,,fertilizer,elem_p,broadcast,25
agrl4024_lum,,,,,plant,trit,,
agrl4024_lum,,,,"(md >= 0315) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,55
agrl4024_lum,,,,"(md >= 0510) * (md <= 0531) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,35
agrl4024_lum,,,,"(md >= 0725) * (md <= 0810) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,trit,grain,
agrl4024_lum,,,,,kill_only,trit,,
agrl4024_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl4024_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl4024_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl4024_lum,,,,,kill_only,lupn,,
agrl4024_lum,,,,"(md >= 0815) * (md <= 0905) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,landlevl,,
agrl4024_lum,,,,"(md >= 0905) * (md <= 0920) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,30
agrl4024_lum,,,,"(md >= 0920) * (md <= 1010) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,rye,,
agrl4024_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,60
agrl4024_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,rye,grain,
agrl4024_lum,,,,,kill_only,rye,,
agrl4024_lum,,,,"(md >= 0315) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl4024_lum,,,,,fertilizer,elem_n ,broadcast,60
agrl4024_lum,,,,,fertilizer,elem_p,broadcast,8
agrl4024_lum,,,,,plant,oats,,
agrl4024_lum,,,,"(md >= 0501) * (md <= 0515) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl4024_lum,,,,"(md >= 0801) * (md <= 0815) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,oats,grain,
agrl4024_lum,,,,,kill_only,oats,,
agrl4024_lum,,,,"(md >= 1015) * (md <= 1025) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl4024_lum,,,,"(md >= 0315) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,15
agrl4024_lum,,,,,fertilizer,elem_p,broadcast,17
agrl4024_lum,,,,"(md >= 0325) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,barl,,
agrl4024_lum,,,,"(md >= 0510) * (md <= 0520) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl4024_lum,,,,"(md >= 0525) * (md <= 0530) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,20
agrl4024_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,barl,grain,
agrl4024_lum,,,,,kill_only,barl,,
agrl4024_lum,,,,"(md >= 0925) * (md <= 1005) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl4024_lum,,,,,fertilizer,elem_n ,broadcast,25
agrl4024_lum,,,,,fertilizer,elem_p,broadcast,25
agrl4024_lum,,,,,plant,trit,,
agrl4024_lum,,,,"(md >= 0315) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,55
agrl4024_lum,,,,"(md >= 0510) * (md <= 0531) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,35
agrl4024_lum,,,,"(md >= 0725) * (md <= 0810) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,trit,grain,
agrl4024_lum,,,,,kill_only,trit,,
agrl4024_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl4024_lum,,,,"(md >= 0401) * (md <= 0410) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,lupn,,
agrl4024_lum,,,,"(md >= 0820) * (md <= 0830) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,lupn,grain,
agrl4024_lum,,,,,kill_only,lupn,,
agrl4024_lum,,,,"(md >= 0815) * (md <= 0905) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,landlevl,,
agrl4024_lum,,,,"(md >= 0905) * (md <= 0920) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,30
agrl4024_lum,,,,"(md >= 0920) * (md <= 1010) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,rye,,
agrl4024_lum,,,,"(md >= 0320) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,60
agrl4024_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,rye,grain,
agrl4024_lum,,,,,kill_only,rye,,
agrl4061_lum,,,,"(md >= 0301) * (md <= 0315) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl4061_lum,,,,"(md >= 0315) * (md <= 0401) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n,broadcast,60
agrl4061_lum,,,,,fertilizer,elem_p,broadcast,8
agrl4061_lum,,,,"(md >= 0410) * (md <= 0420) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,fpea,,
agrl4061_lum,,,,"(md >= 0801) * (md <= 0815) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,fpea,grain,
agrl4061_lum,,,,,kill_only,fpea,,
agrl4061_lum,,,,"(md >= 0925) * (md <= 1020) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl4061_lum,,,,,fertilizer,elem_n ,broadcast,25
agrl4061_lum,,,,,fertilizer,elem_p,broadcast,25
agrl4061_lum,,,,,plant,wwht,,
agrl4061_lum,,,,"(md >= 0315) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,65
agrl4061_lum,,,,"(md >= 0510) * (md <= 0531) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,45
agrl4061_lum,,,,"(md >= 0725) * (md <= 0810) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,wwht,grain,
agrl4061_lum,,,,,kill_only,wwht,,
agrl4061_lum,,,,"(md >= 0925) * (md <= 1005) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl4061_lum,,,,,fertilizer,elem_n ,broadcast,25
agrl4061_lum,,,,,fertilizer,elem_p,broadcast,25
agrl4061_lum,,,,,plant,trit,,
agrl4061_lum,,,,"(md >= 0315) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,55
agrl4061_lum,,,,"(md >= 0510) * (md <= 0531) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,35
agrl4061_lum,,,,"(md >= 0725) * (md <= 0810) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,trit,grain,
agrl4061_lum,,,,,kill_only,trit,,
agrl4061_lum,,,,"(md >= 1015) * (md <= 1025) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl4061_lum,,,,"(md >= 0315) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,15
agrl4061_lum,,,,,fertilizer,elem_p,broadcast,17
agrl4061_lum,,,,"(md >= 0325) * (md <= 0415) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,barl,,
agrl4061_lum,,,,"(md >= 0510) * (md <= 0520) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,60
agrl4061_lum,,,,"(md >= 0525) * (md <= 0530) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,20
agrl4061_lum,,,,"(md >= 0715) * (md <= 0731) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,barl,grain,
agrl4061_lum,,,,,kill_only,barl,,
agrl4061_lum,,,,"(md >= 0925) * (md <= 1020) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl4061_lum,,,,,fertilizer,elem_n ,broadcast,25
agrl4061_lum,,,,,fertilizer,elem_p,broadcast,25
agrl4061_lum,,,,,plant,wwht,,
agrl4061_lum,,,,"(md >= 0315) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,65
agrl4061_lum,,,,"(md >= 0510) * (md <= 0531) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,45
agrl4061_lum,,,,"(md >= 0725) * (md <= 0810) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,wwht,grain,
agrl4061_lum,,,,,kill_only,wwht,,
agrl4061_lum,,,,"(md >= 0301) * (md <= 0315) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",tillage,landlevl,,
agrl4061_lum,,,,"(md >= 0315) * (md <= 0401) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n,broadcast,60
agrl4061_lum,,,,,fertilizer,elem_p,broadcast,8
agrl4061_lum,,,,"(md >= 0410) * (md <= 0420) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",plant,fpea,,
agrl4061_lum,,,,"(md >= 0801) * (md <= 0815) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",harvest_only,fpea,grain,
agrl4061_lum,,,,,kill_only,fpea,,
agrl4061_lum,,,,"(md >= 0925) * (md <= 1020) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",tillage,fallplow,,
agrl4061_lum,,,,,fertilizer,elem_n ,broadcast,25
agrl4061_lum,,,,,fertilizer,elem_p,broadcast,25
agrl4061_lum,,,,,plant,wwht,,
agrl4061_lum,,,,"(md >= 0315) * (md <= 0330) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op) + 1))",fertilizer,elem_n ,broadcast,65
agrl4061_lum,,,,"(md >= 0510) * (md <= 0531) * (1 - w_log(pcp, 0, 7)) * (1 - w_log(api, 5, 20)) * (year == (year(prev_op)))",fertilizer,elem_n ,broadcast,45
